names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu,,,reference_product
Manufacture of coke and refined petroleum products,,0.466904836,,0.060874958,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.39631559,0.051671546,5,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Construction of buildings,,0.002548339,,0.00025829,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.002163067,0.00021924,5,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Manufacture of machinery and equipment,,0.003872398,,0.000302257,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.003286947,0.00025656,4,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
"Water collection, treatment, and supply",,0.034176114,,0.003870295,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.02900918,0.003285163,4,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Manufacture of food products,,0.381729139,,0.02905543,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.324017224,0.02466267,4,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Other mining and quarrying,,0.024473881,,0.002208628,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.020773785,0.001874715,3,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
"Manufacture of motor vehicles, trailers, and semi-trailers",0.000580427,0.000643432,0.000597598,5.96E-05,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.000546154,5.06E-05,3,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Manufacture of rubber and plastic products,,0.008204692,,0.000855724,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.006964261,0.000726351,3,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.024903249,,0.001627809,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.021138239,0.001381708,3,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
"Wholesale trade, except of motor vehicles and motorcycles",,1.047552481,,0.09697736,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.889177724,0.082315788,3,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Specialized construction activities,,0.000168752,,2.09E-05,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.000143239,1.77E-05,2,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Sewerage,,0.00140091,,8.85E-05,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.001189113,7.51E-05,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Manufacture of other transport equipment,-0.000299467,0.000301169,0.000177509,1.85E-05,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.000255637,1.57E-05,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Water transport,2.12E-05,9.87E-05,0.000125379,8.97E-06,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,8.38E-05,7.61E-06,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Manufacture of wood and products of wood and cork,,0.000574799,,5.29E-05,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.000487898,4.49E-05,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Manufacture of paper and paper products,,8.20E-05,,8.07E-06,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,6.96E-05,6.85E-06,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Extraction of crude petroleum and natural gas,,0.000480753,,5.21E-05,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.00040807,4.43E-05,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Repair and installation of machinery and equipment,0.000896273,0.000896962,0.000515861,5.16E-05,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,0.000761354,4.38E-05,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Manufacture of electrical equipment,8.63E-06,0.000105975,0.000158805,1.46E-05,300,_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark__import_from_Europe_without_Switzerland___cubic_meter__CH__None_,4,538,3013.831441,9600,117.8113726,9.00E-05,1.24E-05,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,,,
Mining of metal ores,,0.001406356,,0.000165052,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.001193735,0.000140099,74,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of basic metals,,0.033595234,,0.00275865,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.028516121,0.002341582,18,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Electricity, gas, steam and air conditioning supply",,0.064184077,,0.008771943,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.054480374,0.007445752,12,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of food products,,0.142973869,,0.00959562,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.121358291,0.008144901,10,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of electrical equipment,-1.93E-05,1.94E-05,1.03E-05,1.14E-06,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,1.64E-05,9.67E-07,9,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of other non-metallic mineral products,,0.001060335,,9.12E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.000900027,7.74E-05,9,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Manufacture of motor vehicles, trailers, and semi-trailers",0.000296895,0.000299396,0.000172172,1.82E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.000254132,1.55E-05,8,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of chemicals and chemical products,,0.013053261,,0.001076965,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.011079797,0.000914143,6,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Crop and animal production, hunting and related service activities",,0.0514568,,0.005035318,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.043677278,0.004274051,4,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Sewerage,0.00043303,0.00043303,6.10E-05,6.73E-06,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.000367562,5.71E-06,4,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.103271453,,0.009185683,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.087658305,0.00779694,4,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of coke and refined petroleum products,,0.047188322,,0.004981706,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.040054132,0.004228544,4,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Land transport and transport via pipelines,,0.080079657,,0.007940682,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.067972773,0.006740166,2,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Unknown,,0.013396963,,0.002166378,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.011371537,0.001838853,2,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Civil engineering,,0.00902875,,0.000374585,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.007663734,0.000317953,2,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Manufacture of machinery and equipment,,0.000855923,,5.16E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.000726519,4.38E-05,2,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.002095905,,8.98E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.001779034,7.62E-05,1,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
"Waste collection, treatment, and disposal activities",,0.023952738,,0.001436013,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.020331431,0.001218909,1,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Mining of coal and lignite,,0.003205563,,0.000303437,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.002720929,0.000257562,1,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
Construction of buildings,,0.000919917,,4.46E-05,300,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_,5,174,1732.870106,6300,117.8113726,0.000780839,3.79E-05,1,_softwood_forestry__spruce__sustainable_forest_management___cubic_meter__DE__None_,,,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__Europe_without_Switzerland__None_
